# n=1000000000000000000,k=7,i_requested=2,i_effective=2,j=8,reason=cycle
# count_total=2159,count_divisible=1153,count_non_zero=1006
# count_divisible_k2_or_more=147,gamma=0.12749349522983522
# mean_non_zero=3.481113320079523,var_non_zero=2.8699216233414706,std_non_zero=1.694084302312453,skew_non_zero=0.04474332502922145
# shannon_entropy_non_zero=2.582764715641138,Hmax=2.584962500721156,ratio=0.9991497806720968,delta=0.002197785080018111
# cycle_start=1998 cycle_length=161
step,value,remainder,is_divisible_by_k,k_adic_valuation
819,4081471497065291994,0,1,1
820,583067356723613142,3,0,0
821,5247606210512518440,0,1,1
822,749658030073216920,5,0,0
823,6746922270658952550,0,1,1
824,963846038665564650,1,0,0
825,8674614347990081904,0,1,1
826,1239230621141440272,2,0,0
827,11153075590272962556,0,1,1
828,1593296512896137508,4,0,0
829,14339668616065237788,0,1,1
830,2048524088009319684,1,0,0
831,18436716792083877210,0,1,1
832,2633816684583411030,4,0,0
833,23704350161250699486,0,1,1
834,3386335737321528498,3,0,0
835,30477021635893756644,0,1,1
836,4353860233699108092,2,0,0
837,39184742103291972936,0,1,1
838,5597820300470281848,6,0,0
839,50380382704232536956,0,1,1
840,7197197529176076708,6,0,0
841,64774777762584690696,0,1,1
842,9253539680369241528,5,0,0
843,83281857123323174022,0,1,1
844,11897408160474739146,6,0,0
845,107076673444272652638,0,1,1
846,15296667634896093234,5,0,0
847,137670008714064839376,0,1,2
848,19667144102009262768,0,1,1
849,2809592014572751824,3,0,0
850,25286328131154766578,0,1,2
851,3612332590164966654,0,1,1
852,516047512880709522,6,0,0
853,4644427615926386022,0,1,1
854,663489659418055146,5,0,0
855,5971406934762496584,0,1,2
856,853058133537499512,0,1,1
857,121865447648214216,2,0,0
858,1096789028833928052,0,1,2
859,156684146976275436,0,1,1
860,22383449568039348,5,0,0
861,201451046112354402,0,1,1
862,28778720873193486,6,0,0
863,259008487858741698,0,1,1
864,37001212551248814,1,0,0
865,333010912961239380,0,1,2
866,47572987565891340,0,1,1
867,6796141080841620,4,0,0
868,61165269727574796,0,1,1
869,8737895675367828,4,0,0
870,78641061078310668,0,1,1
871,11234437296901524,6,0,0
872,101109935672114040,0,1,1
873,14444276524587720,6,0,0
874,129998488721289804,0,1,1
875,18571212674469972,6,0,0
876,167140914070230072,0,1,1
877,23877273438604296,4,0,0
878,214895460947438880,0,1,1
879,30699351563919840,4,0,0
880,276294164075278776,0,1,1
881,39470594867896968,6,0,0
882,355235353811073036,0,1,2
883,50747907687296148,0,1,1
884,7249701098185164,3,0,0
885,65247309883666638,0,1,1
886,9321044269095234,4,0,0
887,83889398421857322,0,1,2
888,11984199774551046,0,1,1
889,1712028539221578,4,0,0
890,15408256852994418,0,1,2
891,2201179550427774,0,1,1
892,314454221489682,1,0,0
893,2830087993407192,0,1,1
894,404298284772456,4,0,0
895,3638684562952320,0,1,2
896,519812080421760,0,1,1
897,74258868631680,5,0,0
898,668329817685390,0,1,1
899,95475688240770,5,0,0
900,859281194167200,0,1,1
901,122754456309600,3,0,0
902,1104790106786562,0,1,1
903,157827158112366,1,0,0
904,1420444423011348,0,1,1
905,202920631858764,1,0,0
906,1826285686728930,0,1,1
907,260897955246990,5,0,0
908,2348081597223180,0,1,1
909,335440228174740,3,0,0
910,3018962053572822,0,1,3
911,431280293367546,0,1,2
912,61611470481078,0,1,1
913,8801638640154,3,0,0
914,79214747761548,0,1,1
915,11316392537364,5,0,0
916,101847532836546,0,1,1
917,14549647548078,6,0,0
918,130946827933026,0,1,1
919,18706689704718,1,0,0
920,168360207342516,0,1,1
921,24051458191788,6,0,0
922,216463123726416,0,1,1
923,30923303389488,6,0,0
924,278309730505716,0,1,3
925,39758532929388,0,1,2
926,5679790418484,0,1,1
927,811398631212,1,0,0
928,7302587680962,0,1,1
929,1043226811566,2,0,0
930,9389041304202,0,1,1
931,1341291614886,6,0,0
932,12071624534298,0,1,1
933,1724517790614,3,0,0
934,15520660115688,0,1,1
935,2217237159384,2,0,0
936,19955134434564,0,1,1
937,2850733490652,5,0,0
938,25656601416138,0,1,1
939,3665228773734,3,0,0
940,32987058963768,0,1,1
941,4712436994824,6,0,0
942,42411932953740,0,1,1
943,6058847564820,1,0,0
944,54529628083434,0,1,1
945,7789946869062,1,0,0
946,70109521821612,0,1,2
947,10015645974516,0,1,1
948,1430806567788,3,0,0
949,12877259110254,0,1,1
950,1839608444322,5,0,0
951,16556475999168,0,1,1
952,2365210857024,1,0,0
953,21286897713270,0,1,1
954,3040985387610,2,0,0
955,27368868488598,0,1,2
956,3909838355514,0,1,1
957,558548336502,2,0,0
958,5026935028626,0,1,1
959,718133575518,2,0,0
960,6463202179770,0,1,1
961,923314597110,3,0,0
962,8309831374152,0,1,1
963,1187118767736,6,0,0
964,10684068909948,0,1,2
965,1526295558564,0,1,1
966,218042222652,2,0,0
967,1962380003976,0,1,1
968,280340000568,5,0,0
969,2523060005382,0,1,3
970,360437143626,0,1,2
971,51491020518,0,1,1
972,7355860074,3,0,0
973,66202740828,0,1,1
974,9457534404,3,0,0
975,85117809798,0,1,1
976,12159687114,1,0,0
977,109437184080,0,1,2
978,15633883440,0,1,1
979,2233411920,5,0,0
980,20100707550,0,1,1
981,2871529650,3,0,0
982,25843767012,0,1,1
983,3691966716,4,0,0
984,33227700660,0,1,2
985,4746814380,0,1,1
986,678116340,6,0,0
987,6103047384,0,1,1
988,871863912,3,0,0
989,7846775370,0,1,1
990,1120967910,6,0,0
991,10088711514,0,1,1
992,1441244502,5,0,0
993,12971200788,0,1,1
994,1853028684,3,0,0
995,16677258318,0,1,1
996,2382465474,4,0,0
997,21442189482,0,1,1
998,3063169926,5,0,0
999,27568529604,0,1,1
1000,3938361372,1,0,0
1001,35445252402,0,1,2
1002,5063607486,0,1,1
1003,723372498,2,0,0
1004,6510352590,0,1,1
1005,930050370,4,0,0
1006,8370453546,0,1,1
1007,1195779078,4,0,0
1008,10762011918,0,1,1
1009,1537430274,2,0,0
1010,13836872574,0,1,1
1011,1976696082,4,0,0
1012,17790264954,0,1,1
1013,2541466422,5,0,0
1014,22873198068,0,1,1
1015,3267599724,4,0,0
1016,29408397732,0,1,1
1017,4201199676,2,0,0
1018,37810797192,0,1,1
1019,5401542456,2,0,0
1020,48613882212,0,1,1
1021,6944840316,1,0,0
1022,62503562898,0,1,1
1023,8929080414,2,0,0
1024,80361723834,0,1,1
1025,11480246262,2,0,0
1026,103322216466,0,1,1
1027,14760316638,4,0,0
1028,132842849958,0,1,1
1029,18977549994,4,0,0
1030,170797950162,0,1,1
1031,24399707166,2,0,0
1032,219597364602,0,1,1
1033,31371052086,3,0,0
1034,282339468936,0,1,1
1035,40334209848,2,0,0
1036,363007888740,0,1,2
1037,51858269820,0,1,1
1038,7408324260,1,0,0
1039,66674918394,0,1,1
1040,9524988342,2,0,0
1041,85724895186,0,1,1
1042,12246413598,6,0,0
1043,110217722706,0,1,1
1044,15745388958,5,0,0
1045,141708500892,0,1,1
1046,20244071556,2,0,0
1047,182196644112,0,1,1
1048,26028092016,3,0,0
1049,234252828306,0,1,1
1050,33464689758,3,0,0
1051,301182207984,0,1,1
1052,43026029712,1,0,0
1053,387234267462,0,1,1
1054,55319181066,2,0,0
1055,497872629702,0,1,1
1056,71124661386,2,0,0
1057,640121952582,0,1,2
1058,91445993226,0,1,1
1059,13063713318,5,0,0
1060,117573420132,0,1,1
1061,16796202876,5,0,0
1062,151165826154,0,1,1
1063,21595118022,2,0,0
1064,194356062306,0,1,1
1065,27765151758,1,0,0
1066,249886365876,0,1,1
1067,35698052268,4,0,0
1068,321282470628,0,1,1
1069,45897495804,6,0,0
1070,413077462560,0,1,1
1071,59011066080,1,0,0
1072,531099594774,0,1,1
1073,75871370682,2,0,0
1074,682842336246,0,1,1
1075,97548905178,4,0,0
1076,877940146818,0,1,1
1077,125420020974,3,0,0
1078,1128780188928,0,1,1
1079,161254312704,2,0,0
1080,1451288814444,0,1,1
1081,207326973492,2,0,0
1082,1865942761536,0,1,1
1083,266563251648,1,0,0
1084,2399069264886,0,1,1
1085,342724180698,4,0,0
1086,3084517626498,0,1,1
1087,440645375214,2,0,0
1088,3965808377034,0,1,1
1089,566544053862,3,0,0
1090,5098896484920,0,1,1
1091,728413783560,1,0,0
1092,6555724052094,0,1,1
1093,936532007442,3,0,0
1094,8428788067140,0,1,1
1095,1204112581020,6,0,0
1096,10837013229504,0,1,2
1097,1548144747072,0,1,1
1098,221163535296,4,0,0
1099,1990471817880,0,1,1
1100,284353116840,2,0,0
1101,2559178051668,0,1,1
1102,365596864524,3,0,0
1103,3290371780878,0,1,1
1104,470053111554,5,0,0
1105,4230478004256,0,1,1
1106,604354000608,1,0,0
1107,5439186005526,0,1,1
1108,777026572218,1,0,0
1109,6993239150016,0,1,1
1110,999034164288,6,0,0
1111,8991307478916,0,1,1
1112,1284472496988,2,0,0
1113,11560252473000,0,1,1
1114,1651464639000,1,0,0
1115,14863181751054,0,1,1
1116,2123311678722,3,0,0
1117,19109805108660,0,1,1
1118,2729972158380,5,0,0
1119,24569749425690,0,1,1
1120,3509964203670,1,0,0
1121,31589677833084,0,1,2
1122,4512811119012,0,1,1
1123,644687302716,2,0,0
1124,5802185724552,0,1,1
1125,828883674936,2,0,0
1126,7459953074532,0,1,1
1127,1065707582076,4,0,0
1128,9591368238900,0,1,1
1129,1370195462700,1,0,0
1130,12331759164354,0,1,1
1131,1761679880622,4,0,0
1132,15855118925814,0,1,1
1133,2265016989402,6,0,0
1134,20385152904942,0,1,1
1135,2912164700706,2,0,0
1136,26209482306462,0,1,1
1137,3744211758066,3,0,0
1138,33697905822756,0,1,1
1139,4813986546108,5,0,0
1140,43325878915242,0,1,1
1141,6189411273606,1,0,0
1142,55704701462508,0,1,2
1143,7957814494644,0,1,1
1144,1136830642092,5,0,0
1145,10231475779098,0,1,1
1146,1461639397014,6,0,0
1147,13154754573450,0,1,3
1148,1879250653350,0,1,2
1149,268464379050,0,1,1
1150,38352054150,4,0,0
1151,345168487566,0,1,1
1152,49309783938,2,0,0
1153,443788055550,0,1,1
1154,63398293650,6,0,0
1155,570584643174,0,1,1
1156,81512091882,4,0,0
1157,733608827154,0,1,1
1158,104801261022,3,0,0
1159,943211349360,0,1,1
1160,134744478480,3,0,0
1161,1212700306482,0,1,1
1162,173242900926,4,0,0
1163,1559186108550,0,1,1
1164,222740872650,2,0,0
1165,2004667853958,0,1,1
1166,286381121994,2,0,0
1167,2577430098054,0,1,2
1168,368204299722,0,1,1
1169,52600614246,5,0,0
1170,473405528484,0,1,2
1171,67629361212,0,1,1
1172,9661337316,1,0,0
1173,86952035898,0,1,1
1174,12421719414,6,0,0
1175,111795475050,0,1,1
1176,15970782150,1,0,0
1177,143737039404,0,1,1
1178,20533862772,3,0,0
1179,184804765110,0,1,1
1180,26400680730,4,0,0
1181,237606126786,0,1,1
1182,33943732398,2,0,0
1183,305493591690,0,1,1
1184,43641941670,5,0,0
1185,392777475300,0,1,1
1186,56111067900,6,0,0
1187,504999611424,0,1,1
1188,72142801632,6,0,0
1189,649285215012,0,1,1
1190,92755030716,5,0,0
1191,834795276714,0,1,1
1192,119256468102,2,0,0
1193,1073308213026,0,1,1
1194,153329744718,3,0,0
1195,1379967702624,0,1,2
1196,197138243232,0,1,1
1197,28162606176,5,0,0
1198,253463455854,0,1,1
1199,36209065122,6,0,0
1200,325881586422,0,1,1
1201,46554512346,6,0,0
1202,418990611438,0,1,1
1203,59855801634,6,0,0
1204,538702215030,0,1,1
1205,76957459290,5,0,0
1206,692617133880,0,1,1
1207,98945304840,4,0,0
1208,890507743776,0,1,2
1209,127215391968,0,1,1
1210,18173627424,1,0,0
1211,163562646870,0,1,1
1212,23366092410,3,0,0
1213,210294831852,0,1,1
1214,30042118836,2,0,0
1215,270379069632,0,1,1
1216,38625581376,4,0,0
1217,347630232600,0,1,1
1218,49661461800,6,0,0
1219,446953156524,0,1,1
1220,63850450932,2,0,0
1221,574654058496,0,1,1
1222,82093436928,6,0,0
1223,738840932676,0,1,1
1224,105548704668,1,0,0
1225,949938342066,0,1,1
1226,135705477438,6,0,0
1227,1221349297266,0,1,1
1228,174478471038,4,0,0
1229,1570306239558,0,1,1
1230,224329462794,3,0,0
1231,2018965165308,0,1,1
1232,288423595044,4,0,0
1233,2595812355612,0,1,1
1234,370830336516,3,0,0
1235,3337473028806,0,1,1
1236,476781861258,3,0,0
1237,4291036751484,0,1,1
1238,613005250212,5,0,0
1239,5517047252178,0,1,1
1240,788149607454,6,0,0
1241,7093346467410,0,1,1
1242,1013335209630,2,0,0
1243,9120016886778,0,1,1
1244,1302859555254,5,0,0
1245,11725735997556,0,1,2
1246,1675105142508,0,1,1
1247,239300734644,6,0,0
1248,2153706612120,0,1,1
1249,307672373160,5,0,0
1250,2769051358710,0,1,1
1251,395578765530,4,0,0
1252,3560208889986,0,1,1
1253,508601269998,3,0,0
1254,4577411430144,0,1,1
1255,653915918592,6,0,0
1256,5885243267652,0,1,1
1257,840749038236,2,0,0
1258,7566741344232,0,1,1
1259,1080963049176,3,0,0
1260,9728667442746,0,1,1
1261,1389809634678,3,0,0
1262,12508286712264,0,1,1
1263,1786898101752,1,0,0
1264,16082082915822,0,1,1
1265,2297440416546,2,0,0
1266,20676963749022,0,1,1
1267,2953851964146,6,0,0
1268,26584667677638,0,1,1
1269,3797809668234,1,0,0
1270,34180287014160,0,1,2
1271,4882898144880,0,1,1
1272,697556877840,4,0,0
1273,6278011900776,0,1,1
1274,896858842968,4,0,0
1275,8071729586928,0,1,1
1276,1153104226704,3,0,0
1277,10377938040498,0,1,1
1278,1482562577214,5,0,0
1279,13343063195196,0,1,1
1280,1906151885028,6,0,0
1281,17155366965576,0,1,1
1282,2450766709368,5,0,0
1283,22056900384582,0,1,1
1284,3150985769226,1,0,0
1285,28358871923088,0,1,1
1286,4051267417584,2,0,0
1287,36461406758364,0,1,1
1288,5208772394052,3,0,0
1289,46878951546630,0,1,2
1290,6696993078090,0,1,1
1291,956713296870,2,0,0
1292,8610419671938,0,1,1
1293,1230059953134,5,0,0
1294,11070539578476,0,1,1
1295,1581505654068,4,0,0
1296,14233550886828,0,1,1
1297,2033364412404,3,0,0
1298,18300279711798,0,1,1
1299,2614325673114,1,0,0
1300,23528931058080,0,1,1
1301,3361275865440,3,0,0
1302,30251482789122,0,1,2
1303,4321640398446,0,1,1
1304,617377199778,3,0,0
1305,5556394798164,0,1,1
1306,793770685452,3,0,0
1307,7143936169230,0,1,1
1308,1020562309890,4,0,0
1309,9185060789226,0,1,1
1310,1312151541318,2,0,0
1311,11809363871970,0,1,1
1312,1687051981710,4,0,0
1313,15183467835606,0,1,1
1314,2169066833658,4,0,0
1315,19521601503138,0,1,1
1316,2788800214734,2,0,0
1317,25099201932714,0,1,1
1318,3585600276102,5,0,0
1319,32270402485188,0,1,1
1320,4610057497884,6,0,0
1321,41490517481280,0,1,2
1322,5927216783040,0,1,1
1323,846745254720,1,0,0
1324,7620707292534,0,1,1
1325,1088672470362,1,0,0
1326,9798052233312,0,1,1
1327,1399721747616,3,0,0
1328,12597495728706,0,1,1
1329,1799642246958,3,0,0
1330,16196780222784,0,1,1
1331,2313825746112,6,0,0
1332,20824431715332,0,1,1
1333,2974918816476,5,0,0
1334,26774269348554,0,1,1
1335,3824895621222,4,0,0
1336,34424060591214,0,1,1
1337,4917722941602,2,0,0
1338,44259506474526,0,1,2
1339,6322786639218,0,1,1
1340,903255234174,6,0,0
1341,8129297107890,0,1,2
1342,1161328158270,0,1,1
1343,165904022610,4,0,0
1344,1493136203706,0,1,1
1345,213305171958,4,0,0
1346,1919746547838,0,1,1
1347,274249506834,2,0,0
1348,2468245561614,0,1,1
1349,352606508802,2,0,0
1350,3173458579326,0,1,1
1351,453351225618,4,0,0
1352,4080161030778,0,1,1
1353,582880147254,6,0,0
1354,5245921325610,0,1,3
1355,749417332230,0,1,2
1356,107059618890,0,1,1
1357,15294231270,3,0,0
1358,137648081592,0,1,1
1359,19664011656,2,0,0
1360,176976105012,0,1,1
1361,25282300716,1,0,0
1362,227540706498,0,1,1
1363,32505815214,5,0,0
1364,292552337196,0,1,1
1365,41793191028,1,0,0
1366,376138719306,0,1,3
1367,53734102758,0,1,2
1368,7676300394,0,1,1
1369,1096614342,5,0,0
1370,9869529348,0,1,1
1371,1409932764,2,0,0
1372,12689394984,0,1,1
1373,1812770712,4,0,0
1374,16314936624,0,1,1
1375,2330705232,2,0,0
1376,20976347196,0,1,1
1377,2996621028,2,0,0
1378,26969589360,0,1,1
1379,3852798480,6,0,0
1380,34675186644,0,1,1
1381,4953598092,2,0,0
1382,44582382936,0,1,1
1383,6368911848,5,0,0
1384,57320206902,0,1,1
1385,8188600986,6,0,0
1386,73697409198,0,1,1
1387,10528201314,1,0,0
1388,94753811880,0,1,1
1389,13536258840,6,0,0
1390,121826329884,0,1,1
1391,17403761412,2,0,0
1392,156633852816,0,1,1
1393,22376264688,1,0,0
1394,201386382246,0,1,1
1395,28769483178,2,0,0
1396,258925348710,0,1,2
1397,36989335530,0,1,1
1398,5284190790,4,0,0
1399,47557717326,0,1,1
1400,6793959618,5,0,0
1401,61145636832,0,1,1
1402,8735090976,3,0,0
1403,78615818946,0,1,1
1404,11230831278,2,0,0
1405,101077481610,0,1,1
1406,14439640230,1,0,0
1407,129956762124,0,1,1
1408,18565251732,6,0,0
1409,167087265912,0,1,1
1410,23869609416,2,0,0
1411,214826484852,0,1,1
1412,30689497836,4,0,0
1413,276205480740,0,1,1
1414,39457925820,5,0,0
1415,355121332650,0,1,1
1416,50731618950,5,0,0
1417,456584570820,0,1,1
1418,65226367260,5,0,0
1419,587037305610,0,1,1
1420,83862472230,5,0,0
1421,754762250340,0,1,1
1422,107823178620,3,0,0
1423,970408607742,0,1,1
1424,138629801106,6,0,0
1425,1247668210278,0,1,1
1426,178238315754,2,0,0
1427,1604144841894,0,1,1
1428,229163548842,4,0,0
1429,2062471939794,0,1,1
1430,294638848542,3,0,0
1431,2651749637040,0,1,1
1432,378821376720,3,0,0
1433,3409392390642,0,1,1
1434,487056055806,5,0,0
1435,4383504502524,0,1,1
1436,626214928932,5,0,0
1437,5635934360658,0,1,1
1438,805133480094,6,0,0
1439,7246201321170,0,1,1
1440,1035171617310,5,0,0
1441,9316544556060,0,1,1
1442,1330934936580,4,0,0
1443,11978414429436,0,1,1
1444,1711202061348,3,0,0
1445,15400818552294,0,1,1
1446,2200116936042,4,0,0
1447,19801052424594,0,1,2
1448,2828721774942,0,1,1
1449,404103110706,1,0,0
1450,3636927996408,0,1,1
1451,519561142344,6,0,0
1452,4676050281420,0,1,2
1453,668007183060,0,1,1
1454,95429597580,2,0,0
1455,858866378328,0,1,2
1456,122695196904,0,1,1
1457,17527885272,2,0,0
1458,157750967556,0,1,1
1459,22535852508,1,0,0
1460,202822672626,0,1,1
1461,28974667518,6,0,0
1462,260772007986,0,1,2
1463,37253143998,0,1,1
1464,5321877714,6,0,0
1465,47896899750,0,1,2
1466,6842414250,0,1,1
1467,977487750,1,0,0
1468,8797389804,0,1,1
1469,1256769972,3,0,0
1470,11310929910,0,1,1
1471,1615847130,2,0,0
1472,14542624278,0,1,1
1473,2077517754,4,0,0
1474,18697660002,0,1,2
1475,2671094286,0,1,1
1476,381584898,2,0,0
1477,3434264190,0,1,1
1478,490609170,2,0,0
1479,4415482638,0,1,1
1480,630783234,4,0,0
1481,5677049322,0,1,1
1482,811007046,3,0,0
1483,7299063576,0,1,1
1484,1042723368,1,0,0
1485,9384510366,0,1,1
1486,1340644338,5,0,0
1487,12065799312,0,1,1
1488,1723685616,2,0,0
1489,15513170652,0,1,1
1490,2216167236,3,0,0
1491,19945505286,0,1,1
1492,2849357898,2,0,0
1493,25644221190,0,1,1
1494,3663460170,6,0,0
1495,32971141854,0,1,4
1496,4710163122,0,1,3
1497,672880446,0,1,2
1498,96125778,0,1,1
1499,13732254,4,0,0
1500,123590502,0,1,1
1501,17655786,1,0,0
1502,158902128,0,1,1
1503,22700304,4,0,0
1504,204302952,0,1,2
1505,29186136,0,1,1
1506,4169448,3,0,0
1507,37525194,0,1,1
1508,5360742,2,0,0
1509,48246786,0,1,1
1510,6892398,2,0,0
1511,62031690,0,1,1
1512,8861670,6,0,0
1513,79755354,0,1,1
1514,11393622,2,0,0
1515,102542706,0,1,1
1516,14648958,2,0,0
1517,131840730,0,1,1
1518,18834390,1,0,0
1519,169509564,0,1,1
1520,24215652,6,0,0
1521,217941192,0,1,1
1522,31134456,3,0,0
1523,280210266,0,1,1
1524,40030038,6,0,0
1525,360270666,0,1,1
1526,51467238,4,0,0
1527,463205358,0,1,1
1528,66172194,4,0,0
1529,595549962,0,1,1
1530,85078566,6,0,0
1531,765707418,0,1,2
1532,109386774,0,1,1
1533,15626682,1,0,0
1534,140640192,0,1,2
1535,20091456,0,1,1
1536,2870208,5,0,0
1537,25832142,0,1,1
1538,3690306,4,0,0
1539,33212970,0,1,1
1540,4744710,5,0,0
1541,42702660,0,1,1
1542,6100380,6,0,0
1543,54903744,0,1,1
1544,7843392,4,0,0
1545,70590744,0,1,1
1546,10084392,3,0,0
1547,90759690,0,1,1
1548,12965670,4,0,0
1549,116691246,0,1,2
1550,16670178,0,1,1
1551,2381454,5,0,0
1552,21433356,0,1,1
1553,3061908,3,0,0
1554,27557334,0,1,1
1555,3936762,4,0,0
1556,35431074,0,1,1
1557,5061582,1,0,0
1558,45554292,0,1,1
1559,6507756,3,0,0
1560,58569966,0,1,1
1561,8367138,3,0,0
1562,75304404,0,1,1
1563,10757772,4,0,0
1564,96820164,0,1,1
1565,13831452,5,0,0
1566,124483338,0,1,1
1567,17783334,2,0,0
1568,160050114,0,1,1
1569,22864302,6,0,0
1570,205779042,0,1,1
1571,29397006,2,0,0
1572,264573162,0,1,1
1573,37796166,2,0,0
1574,340165602,0,1,1
1575,48595086,1,0,0
1576,437355828,0,1,1
1577,62479404,1,0,0
1578,562314690,0,1,2
1579,80330670,0,1,1
1580,11475810,3,0,0
1581,103282452,0,1,1
1582,14754636,1,0,0
1583,132791778,0,1,1
1584,18970254,2,0,0
1585,170732394,0,1,1
1586,24390342,4,0,0
1587,219513294,0,1,1
1588,31359042,1,0,0
1589,282231432,0,1,1
1590,40318776,1,0,0
1591,362869038,0,1,1
1592,51838434,4,0,0
1593,466546122,0,1,1
1594,66649446,3,0,0
1595,599845176,0,1,1
1596,85692168,2,0,0
1597,771229620,0,1,2
1598,110175660,0,1,1
1599,15739380,6,0,0
1600,141654744,0,1,1
1601,20236392,1,0,0
1602,182127582,0,1,1
1603,26018226,3,0,0
1604,234164196,0,1,1
1605,33452028,1,0,0
1606,301068306,0,1,1
1607,43009758,1,0,0
1608,387087876,0,1,1
1609,55298268,4,0,0
1610,497684628,0,1,1
1611,71097804,1,0,0
1612,639880290,0,1,1
1613,91411470,3,0,0
1614,822703392,0,1,1
1615,117529056,1,0,0
1616,1057761558,0,1,1
1617,151108794,4,0,0
1618,1359979362,0,1,1
1619,194282766,6,0,0
1620,1748545218,0,1,1
1621,249792174,2,0,0
1622,2248129674,0,1,1
1623,321161382,3,0,0
1624,2890452600,0,1,1
1625,412921800,4,0,0
1626,3716296416,0,1,2
1627,530899488,0,1,1
1628,75842784,3,0,0
1629,682585218,0,1,1
1630,97512174,4,0,0
1631,877609782,0,1,1
1632,125372826,5,0,0
1633,1128355704,0,1,1
1634,161193672,3,0,0
1635,1450743210,0,1,1
1636,207249030,2,0,0
1637,1865241378,0,1,1
1638,266463054,4,0,0
1639,2398167702,0,1,2
1640,342595386,0,1,1
1641,48942198,4,0,0
1642,440479998,0,1,1
1643,62925714,5,0,0
1644,566331696,0,1,1
1645,80904528,5,0,0
1646,728141022,0,1,1
1647,104020146,6,0,0
1648,936181638,0,1,1
1649,133740234,5,0,0
1650,1203662376,0,1,1
1651,171951768,2,0,0
1652,1547566020,0,1,2
1653,221080860,0,1,1
1654,31582980,2,0,0
1655,284246928,0,1,1
1656,40606704,5,0,0
1657,365460606,0,1,1
1658,52208658,5,0,0
1659,469878192,0,1,1
1660,67125456,6,0,0
1661,604129428,0,1,2
1662,86304204,0,1,1
1663,12329172,2,0,0
1664,110962656,0,1,2
1665,15851808,0,1,1
1666,2264544,2,0,0
1667,20381004,0,1,1
1668,2911572,6,0,0
1669,26204472,0,1,1
1670,3743496,1,0,0
1671,33691518,0,1,3
1672,4813074,0,1,2
1673,687582,0,1,1
1674,98226,2,0,0
1675,884142,0,1,1
1676,126306,5,0,0
1677,1137024,0,1,1
1678,162432,4,0,0
1679,1462104,0,1,1
1680,208872,6,0,0
1681,1880172,0,1,1
1682,268596,6,0,0
1683,2417688,0,1,1
1684,345384,4,0,0
1685,3108672,0,1,1
1686,444096,2,0,0
1687,3996972,0,1,1
1688,570996,6,0,0
1689,5139288,0,1,1
1690,734184,3,0,0
1691,6607818,0,1,1
1692,943974,3,0,0
1693,8495928,0,1,1
1694,1213704,2,0,0
1695,10923444,0,1,1
1696,1560492,3,0,0
1697,14044590,0,1,1
1698,2006370,2,0,0
1699,18057438,0,1,1
1700,2579634,1,0,0
1701,23216760,0,1,1
1702,3316680,3,0,0
1703,29850282,0,1,1
1704,4264326,3,0,0
1705,38379096,0,1,1
1706,5482728,6,0,0
1707,49344876,0,1,1
1708,7049268,2,0,0
1709,63443520,0,1,1
1710,9063360,5,0,0
1711,81570510,0,1,1
1712,11652930,2,0,0
1713,104876478,0,1,1
1714,14982354,2,0,0
1715,134841294,0,1,1
1716,19263042,1,0,0
1717,173367432,0,1,1
1718,24766776,6,0,0
1719,222901308,0,1,1
1720,31843044,2,0,0
1721,286587504,0,1,1
1722,40941072,4,0,0
1723,368469864,0,1,1
1724,52638552,1,0,0
1725,473747022,0,1,1
1726,67678146,4,0,0
1727,609103530,0,1,1
1728,87014790,2,0,0
1729,783133218,0,1,1
1730,111876174,4,0,0
1731,1006885782,0,1,1
1732,143840826,3,0,0
1733,1294567596,0,1,1
1734,184938228,6,0,0
1735,1664444376,0,1,1
1736,237777768,4,0,0
1737,2140000128,0,1,2
1738,305714304,0,1,1
1739,43673472,3,0,0
1740,393061410,0,1,1
1741,56151630,3,0,0
1742,505364832,0,1,2
1743,72194976,0,1,1
1744,10313568,6,0,0
1745,92822436,0,1,1
1746,13260348,3,0,0
1747,119343294,0,1,1
1748,17049042,3,0,0
1749,153441540,0,1,2
1750,21920220,0,1,1
1751,3131460,3,0,0
1752,28183302,0,1,1
1753,4026186,3,0,0
1754,36235836,0,1,1
1755,5176548,6,0,0
1756,46589256,0,1,1
1757,6655608,1,0,0
1758,59900526,0,1,1
1759,8557218,5,0,0
1760,77015232,0,1,1
1761,11002176,3,0,0
1762,99019746,0,1,1
1763,14145678,1,0,0
1764,127311156,0,1,1
1765,18187308,6,0,0
1766,163686096,0,1,1
1767,23383728,4,0,0
1768,210453768,0,1,1
1769,30064824,6,0,0
1770,270583740,0,1,1
1771,38654820,1,0,0
1772,347893434,0,1,2
1773,49699062,0,1,1
1774,7099866,4,0,0
1775,63899010,0,1,1
1776,9128430,3,0,0
1777,82156032,0,1,1
1778,11736576,5,0,0
1779,105629454,0,1,1
1780,15089922,1,0,0
1781,135809352,0,1,1
1782,19401336,3,0,0
1783,174612186,0,1,2
1784,24944598,0,1,1
1785,3563514,3,0,0
1786,32071788,0,1,1
1787,4581684,2,0,0
1788,41235264,0,1,2
1789,5890752,0,1,1
1790,841536,3,0,0
1791,7573986,0,1,1
1792,1081998,1,0,0
1793,9738036,0,1,1
1794,1391148,3,0,0
1795,12520494,0,1,1
1796,1788642,2,0,0
1797,16097886,0,1,1
1798,2299698,2,0,0
1799,20697390,0,1,1
1800,2956770,5,0,0
1801,26611200,0,1,1
1802,3801600,5,0,0
