k,i,j,cycle
2,1,1,[1, 4, 2]
2,1,2,[3, 12, 6]
2,1,5,[9, 36, 18]
5,1,1,[4, 40, 8, 60, 12, 80, 16, 100, 20]
5,1,2,[9, 90, 18, 135, 27, 180, 36, 225, 45]
5,1,5,[24, 240, 48, 360, 72, 480, 96, 600, 120]
5,1,11,[54, 540, 108, 810, 162, 1080, 216, 1350, 270]
5,1,13,[64, 640, 128, 960, 192, 1280, 256, 1600, 320]
11,1,3,[32, 704, 64, 1056, 96, 1408, 128, 1760, 160, 2112, 192, 2464, 224, 2816, 256, 3168, 288, 3520, 320, 3872, 352]
11,1,5,[54, 1188, 108, 1782, 162, 2376, 216, 2970, 270, 3564, 324, 4158, 378, 4752, 432, 5346, 486, 5940, 540, 6534, 594]
13,1,5,[64, 1664, 128, 2496, 192, 3328, 256, 4160, 320, 4992, 384, 5824, 448, 6656, 512, 7488, 576, 8320, 640, 9152, 704, 9984, 768, 10816, 832]
17,1,1,[16, 544, 32, 816, 48, 1088, 64, 1360, 80, 1632, 96, 1904, 112, 2176, 128, 2448, 144, 2720, 160, 2992, 176, 3264, 192, 3536, 208, 3808, 224, 4080, 240, 4352, 256, 4624, 272]
17,1,17,[288, 9792, 576, 14688, 864, 19584, 1152, 24480, 1440, 29376, 1728, 34272, 2016, 39168, 2304, 44064, 2592, 48960, 2880, 53856, 3168, 58752, 3456, 63648, 3744, 68544, 4032, 73440, 4320, 78336, 4608, 83232, 4896]
19,1,27,[512, 19456, 1024, 29184, 1536, 38912, 2048, 48640, 2560, 58368, 3072, 68096, 3584, 77824, 4096, 87552, 4608, 97280, 5120, 107008, 5632, 116736, 6144, 126464, 6656, 136192, 7168, 145920, 7680, 155648, 8192, 165376, 8704, 175104, 9216, 184832, 9728]
